timestamp,target_epoch,temperature_c,utilization_pct,memory_mb,cooldown_elapsed_seconds
2026-07-27T15:16:00.923687,3,63.0,36.0,588.0,0.0490727424621582
2026-07-27T15:24:26.122997,4,87.0,80.0,806.0,0.0417096614837646
2026-07-27T15:24:56.174675,4,76.0,8.0,806.0,30.093388080596924
2026-07-27T15:33:39.999954,5,86.0,2.0,1378.0,0.048293113708496
2026-07-27T15:34:10.051089,5,74.0,0.0,1378.0,30.099427223205566
2026-07-27T15:42:45.537429,6,85.0,7.0,1378.0,0.0625710487365722
2026-07-27T15:43:15.588556,6,74.0,0.0,1378.0,30.11369824409485
2026-07-27T15:51:49.929297,7,87.0,6.0,1378.0,0.0417747497558593
2026-07-27T15:52:19.980338,7,74.0,0.0,1378.0,30.092814922332764
2026-07-27T16:00:52.578192,8,86.0,4.0,1378.0,0.0417242050170898
2026-07-27T16:01:22.622479,8,74.0,0.0,1378.0,30.086011171340942
2026-07-27T16:10:00.996787,9,87.0,61.0,1378.0,0.0551509857177734
2026-07-27T16:10:31.048309,9,74.0,0.0,1378.0,30.10667324066162
2026-07-27T16:19:08.943991,10,87.0,69.0,1378.0,0.0488216876983642
2026-07-27T16:19:38.995137,10,74.0,0.0,1378.0,30.09996747970581
