timestamp,target_epoch,temperature_c,utilization_pct,memory_mb,cooldown_elapsed_seconds
2026-07-29T10:59:04.355404,1,67.0,0.0,536.0,0.0789978504180908
2026-07-29T11:10:41.608857,2,87.0,5.0,830.0,0.0555803775787353
2026-07-29T11:11:11.674038,2,74.0,0.0,830.0,30.12076115608216
2026-07-29T11:23:21.381466,3,85.0,33.0,1396.0,0.0534696578979492
2026-07-29T11:23:51.434595,3,73.0,0.0,1396.0,30.106598138809204
2026-07-29T11:35:23.003239,4,85.0,8.0,1396.0,0.0408682823181152
2026-07-29T11:35:53.052582,4,73.0,0.0,1396.0,30.09021162986756
2026-07-29T11:47:20.391795,5,85.0,8.0,1396.0,0.0521419048309326
2026-07-29T11:47:50.446860,5,73.0,0.0,1396.0,30.10720729827881
2026-07-29T11:59:39.383892,6,86.0,3.0,1396.0,0.0556442737579345
2026-07-29T12:00:09.427725,6,73.0,0.0,1396.0,30.099477291107178
2026-07-29T12:11:31.494270,7,85.0,2.0,1396.0,0.0420711040496826
2026-07-29T12:12:01.552160,7,73.0,0.0,1396.0,30.099960565567017
2026-07-29T12:23:25.625166,8,86.0,1.0,1396.0,0.0486845970153808
2026-07-29T12:23:55.669329,8,73.0,0.0,1396.0,30.09284782409668
2026-07-29T12:35:17.638282,9,84.0,3.0,1396.0,0.0414984226226806
2026-07-29T12:35:47.696127,9,73.0,0.0,1396.0,30.099342823028564
2026-07-29T12:48:06.236701,10,82.0,2.0,1396.0,0.04918360710144043
