epoch,volume_id,micro_dice,true_pixels,predicted_pixels,positive_slices,positive_slice_recall,positive_predicted_empty_pct,empty_slice_false_positive_pct
1,104,0.03379680215664137,69032,50861,122,0.28688524590163933,38.52459016393443,60.849772382397575
1,105,8.456588104891657e-12,0,118251,0,0.0,0.0,80.73022312373224
1,106,1.118205503794986e-11,0,89429,0,0.0,0.0,70.42801556420234
1,107,0.06660181585387154,1473,29367,71,0.6197183098591549,23.943661971830984,68.57142857142857
1,108,0.6487521608469092,363698,328739,202,0.8960396039603961,6.930693069306931,89.14373088685015
1,109,0.12256499916392123,18200,70455,131,0.8473282442748091,7.633587786259542,71.36
1,110,0.19905117729814636,31120,117696,130,0.8461538461538461,3.8461538461538463,74.34402332361516
1,111,0.025511106497159538,1830,94285,92,0.6521739130434783,4.3478260869565215,89.38714499252616
1,112,0.005480238845015971,295,83278,26,0.7692307692307693,0.0,85.65517241379311
1,113,0.16186844327172112,21076,111612,135,0.8888888888888888,2.962962962962963,85.59201141226819
1,114,1.904435430080473e-11,0,52509,0,0.0,0.0,68.79432624113475
1,115,4.872249615068541e-12,0,205244,0,0.0,0.0,78.4869976359338
1,116,0.1123069688453312,152763,110925,133,0.5789473684210527,22.55639097744361,74.58064516129032
2,104,0.04750663552909835,69032,12725,122,0.3770491803278688,13.934426229508198,37.025796661608496
2,105,3.809088484980418e-11,0,26253,0,0.0,0.0,61.054766734279916
2,106,4.886152643169835e-11,0,20466,0,0.0,0.0,48.249027237354085
2,107,0.12620302961534832,1473,10476,71,0.4507042253521127,25.35211267605634,39.285714285714285
2,108,0.7240465194579209,363698,319457,202,0.905940594059406,1.4851485148514851,49.84709480122324
2,109,0.27348915731910106,18200,31557,131,0.8015267175572519,3.053435114503817,33.92
2,110,0.5564633964580817,31120,35950,130,0.9538461538461539,2.3076923076923075,46.501457725947525
2,111,0.12421996884144793,1830,18682,92,0.6847826086956522,6.521739130434782,53.51270553064275
2,112,0.01824636412496674,295,25902,26,0.8461538461538461,0.0,53.6551724137931
2,113,0.4774199914568066,21076,39730,135,0.8740740740740741,4.444444444444445,45.791726105563484
2,114,1.0012014416298356e-10,0,9988,0,0.0,0.0,34.515366430260045
2,115,1.6263335935202588e-11,0,61488,0,0.0,0.0,51.41843971631206
2,116,0.12342775666685141,152763,63250,133,0.45112781954887216,27.81954887218045,57.935483870967744
3,104,0.00944197176400934,69032,8706,122,0.14754098360655737,23.770491803278688,17.602427921092566
3,105,6.99545295508951e-11,0,14295,0,0.0,0.0,45.233265720081135
3,106,7.550588945367669e-11,0,13244,0,0.0,0.0,34.889753566796365
