epoch,train_loss,val_loss,val_global_micro_dice,val_mean_patient_dice,val_median_patient_dice,val_worst_patient_dice,val_pixel_precision,val_pixel_recall,val_positive_slice_recall,val_positive_predicted_empty_pct,val_empty_slice_false_positive_pct,lr,temperature_c,utilization_pct,memory_mb,elapsed_seconds
1,0.4560305232593313,0.48480494133378504,0.2590858841417198,0.15288152364207974,0.1123069688453312,0.005480238845015971,0.1879518764222033,0.4168512798593197,0.727447216890595,12.571976967370441,76.76034429119568,0.0003,87.0,52.0,830.0,696.9550803999991
2,0.4224442778606407,0.48296756034261107,0.4565455878381588,0.2745580910521803,0.12620302961534832,0.01824636412496674,0.45099449050566187,0.4622350402669617,0.7226487523992322,9.021113243761997,47.64077569221197,0.00029882903314519993,87.0,20.0,1396.0,1456.6894082
3,0.41300282000272986,0.483033952715244,0.4923954955803156,0.30179639467129943,0.19473402838848342,0.00944197176400934,0.5431840879749935,0.450292424263935,0.7149712092130518,10.460652591170826,32.78025510733174,0.0002953345994276017,86.0,47.0,1396.0,2178.3227320999995
4,0.4076197429482696,0.48268792020086376,0.537949667376053,0.33895146482374455,0.2793193718220786,0.01804355147858846,0.6820475561741707,0.44411944435683476,0.6689059500959693,19.57773512476008,13.502022192263818,0.00028957180815440534,86.0,26.0,1396.0,2895.7458886000004
5,0.4032718646349576,0.4835964145981713,0.5020720009539478,0.2929298232575949,0.10276445284096906,0.0015258291976268724,0.5832549048733006,0.44072741388466985,0.6314779270633397,16.986564299424185,34.81281758788759,0.00028163154198651373,87.0,52.0,1396.0,3634.8629468
6,0.4003065795664164,0.482104164077458,0.5242730771469989,0.3325674765444395,0.19906746605775358,0.0010290651122935642,0.6386915212010537,0.44462134962562627,0.6890595009596929,14.779270633397314,21.74634449860002,0.0002716390236646797,86.0,44.0,1396.0,4346.9874413
7,0.39809372262565196,0.4834767080630774,0.5380914246894483,0.32477175873429437,0.17117776160819545,8.756622820953617e-05,0.7091274368775506,0.4335278784882287,0.6074856046065259,26.48752399232246,16.2086487607591,0.0002597518411720796,87.0,44.0,1396.0,5061.1039229
8,0.3959163096945571,0.4830907816634761,0.5278871097399686,0.31188683458212796,0.12993495695583612,0.00046148473981951274,0.6352238551295027,0.45158130486355064,0.6573896353166987,17.562380038387715,29.53437726848491,0.0002461574624776804,86.0,28.0,1396.0,5773.131449
9,0.39375706945559735,0.4842456477626663,0.5035492664488582,0.30479891673455206,0.15529923109701613,0.00973033083723314,0.6330178541916179,0.4180476643217864,0.6094049904030711,25.62380038387716,24.878149953334024,0.00023107027905438094,83.0,42.0,1396.0,6541.6893167
10,0.14075241408909445,0.4552679172229365,0.553526697298632,0.35593764610328704,0.3436426128116106,0.0006364543850167582,0.8022797485890427,0.42252083816751124,0.5268714011516314,42.994241842610364,2.3747796328943274,0.00021472822479741324,87.0,42.0,1396.0,7274.7255195
