internal_patient_id,slice_index,sample_id,truth_pixels,predicted_pixels,intersection_pixels,dice,positive_slice,q1_positive_slice_train_edge,detected,predicted_empty,empty_slice_false_positive,maximum_score
ircadb_01,0,ircadb_01_z0000,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_01,1,ircadb_01_z0001,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_01,2,ircadb_01_z0002,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_01,3,ircadb_01_z0003,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_01,4,ircadb_01_z0004,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_01,5,ircadb_01_z0005,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_01,6,ircadb_01_z0006,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_01,7,ircadb_01_z0007,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_01,8,ircadb_01_z0008,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_01,9,ircadb_01_z0009,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_01,10,ircadb_01_z0010,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_01,11,ircadb_01_z0011,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_01,12,ircadb_01_z0012,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_01,13,ircadb_01_z0013,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_01,14,ircadb_01_z0014,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_01,15,ircadb_01_z0015,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_01,16,ircadb_01_z0016,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_01,17,ircadb_01_z0017,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_01,18,ircadb_01_z0018,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_01,19,ircadb_01_z0019,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_01,20,ircadb_01_z0020,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_01,21,ircadb_01_z0021,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_01,22,ircadb_01_z0022,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_01,23,ircadb_01_z0023,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_01,24,ircadb_01_z0024,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_01,25,ircadb_01_z0025,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_01,26,ircadb_01_z0026,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_01,27,ircadb_01_z0027,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_01,28,ircadb_01_z0028,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_01,29,ircadb_01_z0029,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_01,30,ircadb_01_z0030,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_01,31,ircadb_01_z0031,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_01,32,ircadb_01_z0032,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_01,33,ircadb_01_z0033,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_01,34,ircadb_01_z0034,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_01,35,ircadb_01_z0035,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_01,36,ircadb_01_z0036,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_01,37,ircadb_01_z0037,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_01,38,ircadb_01_z0038,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_01,39,ircadb_01_z0039,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_01,40,ircadb_01_z0040,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_01,41,ircadb_01_z0041,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_01,42,ircadb_01_z0042,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_01,43,ircadb_01_z0043,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_01,44,ircadb_01_z0044,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_01,45,ircadb_01_z0045,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_01,46,ircadb_01_z0046,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_01,47,ircadb_01_z0047,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_01,48,ircadb_01_z0048,18,0,0,5.555555246913597e-08,True,True,False,True,False,0.0
ircadb_01,49,ircadb_01_z0049,102,94,78,0.7959183683881715,True,False,True,False,False,1.0
ircadb_01,50,ircadb_01_z0050,151,164,137,0.8698412702544721,True,False,True,False,False,1.0
ircadb_01,51,ircadb_01_z0051,241,279,233,0.8961538463535503,True,False,True,False,False,1.0
ircadb_01,52,ircadb_01_z0052,328,396,305,0.8425414366815726,True,False,True,False,False,1.0
ircadb_01,53,ircadb_01_z0053,519,639,451,0.7789291884465205,True,False,True,False,False,1.0
ircadb_01,54,ircadb_01_z0054,703,645,545,0.808605341388275,True,False,True,False,False,1.0
ircadb_01,55,ircadb_01_z0055,971,956,853,0.8853139595820892,True,False,True,False,False,1.0
ircadb_01,56,ircadb_01_z0056,1252,1244,1101,0.8822115385087294,True,False,True,False,False,1.0
ircadb_01,57,ircadb_01_z0057,1373,1461,1307,0.9223712068022685,True,False,True,False,False,1.0
ircadb_01,58,ircadb_01_z0058,1477,1605,1446,0.9383517196825595,True,False,True,False,False,1.0
ircadb_01,59,ircadb_01_z0059,1676,1721,1633,0.9614365616834157,True,False,True,False,False,1.0
ircadb_01,60,ircadb_01_z0060,1785,1882,1743,0.9506408508452029,True,False,True,False,False,1.0
ircadb_01,61,ircadb_01_z0061,1900,1816,1784,0.960172228213086,True,False,True,False,False,1.0
ircadb_01,62,ircadb_01_z0062,1971,1893,1848,0.9565217391416869,True,False,True,False,False,1.0
ircadb_01,63,ircadb_01_z0063,2002,1925,1893,0.9640947288097543,True,False,True,False,False,1.0
ircadb_01,64,ircadb_01_z0064,1985,1921,1884,0.9646697388723324,True,False,True,False,False,1.0
ircadb_01,65,ircadb_01_z0065,1974,1945,1864,0.9512630773280778,True,False,True,False,False,1.0
ircadb_01,66,ircadb_01_z0066,1953,1893,1813,0.9427977119233495,True,False,True,False,False,1.0
ircadb_01,67,ircadb_01_z0067,1872,1816,1738,0.9425162689960639,True,False,True,False,False,1.0
ircadb_01,68,ircadb_01_z0068,1823,1753,1692,0.946308724847229,True,False,True,False,False,1.0
ircadb_01,69,ircadb_01_z0069,1759,1737,1678,0.9599542334210657,True,False,True,False,False,1.0
ircadb_01,70,ircadb_01_z0070,1740,1833,1674,0.9370277078261887,True,False,True,False,False,1.0
ircadb_01,71,ircadb_01_z0071,1703,1830,1618,0.9159354656337573,True,False,True,False,False,1.0
ircadb_01,72,ircadb_01_z0072,1687,1812,1609,0.9196913404059185,True,False,True,False,False,1.0
ircadb_01,73,ircadb_01_z0073,1657,1665,1534,0.9235400361458338,True,False,True,False,False,1.0
ircadb_01,74,ircadb_01_z0074,1534,1524,1408,0.9208633093783966,True,False,True,False,False,1.0
ircadb_01,75,ircadb_01_z0075,1403,1363,1258,0.909616775159213,True,False,True,False,False,1.0
ircadb_01,76,ircadb_01_z0076,1306,1358,1233,0.9256756757035752,True,False,True,False,False,1.0
ircadb_01,77,ircadb_01_z0077,1236,1336,1147,0.8919129082846373,True,False,True,False,False,1.0
ircadb_01,78,ircadb_01_z0078,1106,1132,1014,0.9061662198810697,True,False,True,False,False,1.0
ircadb_01,79,ircadb_01_z0079,863,725,703,0.8853904282837591,True,False,True,False,False,1.0
ircadb_01,80,ircadb_01_z0080,701,546,531,0.8516439455880963,True,False,True,False,False,1.0
ircadb_01,81,ircadb_01_z0081,499,382,382,0.8671963679146466,True,False,True,False,False,1.0
ircadb_01,82,ircadb_01_z0082,360,267,264,0.8421052634097205,True,False,True,False,False,1.0
ircadb_01,83,ircadb_01_z0083,263,218,211,0.8773388775938901,True,False,True,False,False,1.0
ircadb_01,84,ircadb_01_z0084,179,129,127,0.8246753252445607,True,False,True,False,False,1.0
ircadb_01,85,ircadb_01_z0085,107,93,88,0.8800000005999999,True,False,True,False,False,1.0
ircadb_01,86,ircadb_01_z0086,46,0,0,2.173912996219283e-08,True,True,False,True,False,0.0
ircadb_01,87,ircadb_01_z0087,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_01,88,ircadb_01_z0088,14,0,0,7.142856632653097e-08,True,True,False,True,False,0.0
ircadb_01,89,ircadb_01_z0089,60,54,53,0.9298245620190828,True,False,True,False,False,1.0
ircadb_01,90,ircadb_01_z0090,135,104,104,0.8702928875719963,True,False,True,False,False,1.0
ircadb_01,91,ircadb_01_z0091,221,165,164,0.8497409330317592,True,False,True,False,False,1.0
ircadb_01,92,ircadb_01_z0092,267,220,215,0.8829568790904376,True,False,True,False,False,1.0
ircadb_01,93,ircadb_01_z0093,307,216,216,0.8260038244244668,True,False,True,False,False,1.0
ircadb_01,94,ircadb_01_z0094,318,222,221,0.8185185188545954,True,False,True,False,False,1.0
ircadb_01,95,ircadb_01_z0095,327,229,226,0.8129496406241913,True,False,True,False,False,1.0
ircadb_01,96,ircadb_01_z0096,317,206,206,0.7877629067155585,True,False,True,False,False,1.0
ircadb_01,97,ircadb_01_z0097,257,130,121,0.6253229983841783,True,False,True,False,False,1.0
ircadb_01,98,ircadb_01_z0098,170,0,0,5.8823529065743944e-09,True,False,False,True,False,0.0
ircadb_01,99,ircadb_01_z0099,135,0,0,7.407407352537723e-09,True,False,False,True,False,0.0
ircadb_01,100,ircadb_01_z0100,141,0,0,7.092198531261003e-09,True,False,False,True,False,0.0
ircadb_01,101,ircadb_01_z0101,116,0,0,8.620689580856124e-09,True,False,False,True,False,0.0
ircadb_01,102,ircadb_01_z0102,101,0,0,9.900990000980297e-09,True,False,False,True,False,0.0
ircadb_01,103,ircadb_01_z0103,77,0,0,1.2987012818350482e-08,True,False,False,True,False,0.0
ircadb_01,104,ircadb_01_z0104,45,0,0,2.2222221728395074e-08,True,True,False,True,False,0.0
ircadb_01,105,ircadb_01_z0105,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_01,106,ircadb_01_z0106,26,0,0,3.846153698224858e-08,True,True,False,True,False,0.0
ircadb_01,107,ircadb_01_z0107,60,0,0,1.6666666388888892e-08,True,False,False,True,False,0.0
ircadb_01,108,ircadb_01_z0108,215,37,37,0.2936507964537667,True,False,True,False,False,1.0
ircadb_01,109,ircadb_01_z0109,323,287,272,0.8918032788658963,True,False,True,False,False,1.0
ircadb_01,110,ircadb_01_z0110,408,422,378,0.9108433736013936,True,False,True,False,False,1.0
ircadb_01,111,ircadb_01_z0111,444,433,390,0.889395667172867,True,False,True,False,False,1.0
ircadb_01,112,ircadb_01_z0112,477,476,437,0.9171038825633747,True,False,True,False,False,1.0
ircadb_01,113,ircadb_01_z0113,553,535,503,0.9246323530104481,True,False,True,False,False,1.0
