epoch,train_loss,val_loss,val_global_micro_dice,val_mean_patient_dice,val_median_patient_dice,val_worst_patient_dice,val_pixel_precision,val_pixel_recall,val_positive_slice_recall,val_positive_predicted_empty_pct,val_empty_slice_false_positive_pct,lr,temperature_c,utilization_pct,memory_mb,elapsed_seconds
1,0.4582375709845845,0.48555369176315716,0.41200619286346074,0.2470229088466317,0.09948040159917872,0.01620089108885375,0.41282786317563097,0.4111877868715969,0.682341650671785,16.794625719769673,38.16239759410972,0.0003,87.0,78.0,1104.0,474.28571560001
2,0.4173075480378691,0.48348011091930265,0.5144845432053206,0.31165126858360653,0.17932856056305493,0.01797967519247895,0.5745499842895241,0.46578931806166646,0.7389635316698656,9.884836852207293,20.958208026547755,0.00029882903314519993,87.0,67.0,1680.0,984.0122289999999
3,0.40546946675717577,0.48347894959657284,0.5205880209956582,0.334224873873852,0.33164958878169293,0.003910367780666586,0.6644293247959685,0.42794323466660006,0.682341650671785,16.50671785028791,18.199730374364826,0.0002953345994276017,87.0,63.0,1680.0,1497.6366400000115
4,0.3966994324379939,0.48372418931783445,0.5217419921234977,0.3478441129957832,0.3617086663549925,0.0014128338838204247,0.7213021742163261,0.408675227867405,0.6477927063339731,19.001919385796544,17.43233433578762,0.00028957180815440534,87.0,65.0,1680.0,2027.3706104000012
5,0.3926398994959749,0.48336585164627965,0.5205471453508607,0.3352280499949425,0.3005901640261521,0.002590512255099507,0.6534166128426956,0.4325832048252163,0.6679462571976967,17.46641074856046,29.5654879186975,0.00028163154198651373,86.0,70.0,1680.0,2553.1552612000087
6,0.3873028348503212,0.48667855714881425,0.4495472645889653,0.3197581286112164,0.29907946659795615,0.001896101148252056,0.700481370945411,0.3309799889924578,0.6247600767754319,21.880998080614205,18.832313595354144,0.0002716390236646797,86.0,66.0,1680.0,3077.1978640000016
7,0.3839588962061304,0.4832858993034247,0.5241997849488681,0.3561890545907611,0.3545969099962372,0.0018561255297576758,0.6734022757673374,0.42912142316766044,0.6497120921305183,19.28982725527831,17.82640257181375,0.0002597518411720796,87.0,54.0,1680.0,3594.1249150000076
8,0.38191897890010645,0.4848490683816,0.48225794858326937,0.294077969195075,0.0937992399786317,0.009044702354149722,0.6147037058798034,0.396769003787191,0.6794625719769674,14.011516314779271,26.77589961630198,0.0002461574624776804,87.0,71.0,1680.0,4111.639539199998
9,0.3786113917341002,0.48382002937776997,0.5284796429439097,0.3539237524319895,0.3282581367050903,0.0013076088090810494,0.6914517279681608,0.42767787689609094,0.6468330134357005,13.435700575815739,17.27678108472467,0.00023107027905438094,87.0,55.0,1680.0,4628.954471900011
10,0.3611156835972165,0.47842683519890894,0.4625544251532863,0.29643279774829423,0.3764595984641617,6.526818697987606e-12,0.7853409037253105,0.32781692436798937,0.491362763915547,44.6257197696737,3.0384735040962356,0.00021472822479741324,87.0,65.0,1680.0,5140.987104600004
