timestamp,target_epoch,temperature_c,utilization_pct,memory_mb,cooldown_elapsed_seconds
2026-07-27T22:04:36.634499,1,63.0,61.0,822.0,0.0555176734924316
2026-07-27T22:12:31.203428,2,85.0,6.0,1104.0,0.0557048320770263
2026-07-27T22:13:01.260857,2,73.0,0.0,1104.0,30.11313414573669
2026-07-27T22:21:00.961186,3,86.0,0.0,1680.0,0.0404260158538818
2026-07-27T22:21:31.004974,3,74.0,0.0,1680.0,30.08466148376465
2026-07-27T22:29:34.602616,4,86.0,60.0,1680.0,0.0531580448150634
2026-07-27T22:30:04.651734,4,78.0,0.0,1761.0,30.10227656364441
2026-07-27T22:38:24.327824,5,87.0,8.0,1680.0,0.0485622882843017
2026-07-27T22:38:54.378983,5,75.0,0.0,1680.0,30.09972095489502
2026-07-27T22:47:09.994892,6,85.0,0.0,1680.0,0.0571551322937011
2026-07-27T22:47:40.044378,6,74.0,0.0,1680.0,30.1066415309906
2026-07-27T22:55:54.016575,7,86.0,0.0,1680.0,0.0504941940307617
2026-07-27T22:56:24.064222,7,73.0,0.0,1680.0,30.098140478134155
2026-07-27T23:04:31.089433,8,87.0,6.0,1680.0,0.0556569099426269
2026-07-27T23:05:01.134373,8,74.0,0.0,1680.0,30.1005961894989
2026-07-27T23:13:08.755443,9,87.0,0.0,1680.0,0.0423576831817626
2026-07-27T23:13:38.799734,9,74.0,0.0,1680.0,30.0866482257843
2026-07-27T23:21:45.776360,10,86.0,45.0,1680.0,0.0483102798461914
2026-07-27T23:22:15.820847,10,74.0,0.0,1680.0,30.09279751777649
